Month,Region,Purpose,Nights
2014 Sep,Townsville,Holiday,120.6618715
2014 Sep,Townsville,Visiting friends and relatives,191.3774469
2014 Sep,Townsville,Business,63.9261179
2014 Sep,Townsville,Other reason,1.9360413
2014 Sep,Outback Queensland,Holiday,168.4303635
2014 Sep,Outback Queensland,Visiting friends and relatives,72.0776113
2014 Sep,Outback Queensland,Business,55.0177176
2014 Sep,Outback Queensland,Other reason,6.127509
2014 Sep,Sunshine Coast,Holiday,871.3083302
2014 Sep,Sunshine Coast,Visiting friends and relatives,149.1098209
2014 Sep,Sunshine Coast,Business,18.1683815
2014 Sep,Sunshine Coast,Other reason,99.9775639
2014 Sep,Tropical North Queensland,Holiday,851.6494208
2014 Sep,Tropical North Queensland,Visiting friends and relatives,51.5755003
2014 Sep,Tropical North Queensland,Business,166.5501407
2014 Sep,Tropical North Queensland,Other reason,4.6495752
2014 Sep,Whitsundays,Holiday,152.0705469
2014 Sep,Whitsundays,Visiting friends and relatives,4.1970808
2014 Sep,Whitsundays,Business,81.0719977
2014 Sep,Whitsundays,Other reason,0
2014 Sep,Capricorn,Holiday,216.2551932
2014 Sep,Capricorn,Visiting friends and relatives,38.985369
2014 Sep,Capricorn,Business,158.3909065
2014 Sep,Capricorn,Other reason,33.6802661
2014 Sep,Gladstone,Holiday,22.7667341
2014 Sep,Gladstone,Visiting friends and relatives,14.9995025
2014 Sep,Gladstone,Business,174.8691982
2014 Sep,Gladstone,Other reason,0
2014 Sep,Adelaide,Holiday,114.6828961
2014 Sep,Adelaide,Visiting friends and relatives,98.2956895
2014 Sep,Adelaide,Business,84.63703
2014 Sep,Adelaide,Other reason,33.8428318
2014 Sep,Adelaide Hills,Holiday,0.4729736
2014 Sep,Adelaide Hills,Visiting friends and relatives,9.1790994
2014 Sep,Adelaide Hills,Business,0
2014 Sep,Adelaide Hills,Other reason,1.3637786
2014 Sep,Barossa,Holiday,36.0547497
2014 Sep,Barossa,Visiting friends and relatives,6.6923439
2014 Sep,Barossa,Business,9.8141086
2014 Sep,Barossa,Other reason,0
2014 Sep,Clare Valley,Holiday,10.2618966
2014 Sep,Clare Valley,Visiting friends and relatives,9.9519721
2014 Sep,Clare Valley,Business,4.7160061
2014 Sep,Clare Valley,Other reason,0
2014 Sep,Eyre Peninsula,Holiday,42.7960371
2014 Sep,Eyre Peninsula,Visiting friends and relatives,40.6400294
2014 Sep,Eyre Peninsula,Business,68.1409513
2014 Sep,Eyre Peninsula,Other reason,0
2014 Sep,Fleurieu Peninsula,Holiday,31.4547069
2014 Sep,Fleurieu Peninsula,Visiting friends and relatives,9.8323003
2014 Sep,Fleurieu Peninsula,Business,0
2014 Sep,Fleurieu Peninsula,Other reason,0
2014 Sep,Limestone Coast,Holiday,19.0458734
2014 Sep,Limestone Coast,Visiting friends and relatives,17.6062103
2014 Sep,Limestone Coast,Business,28.228195
2014 Sep,Limestone Coast,Other reason,0
2014 Sep,"Murray River, Lakes and Coorong",Holiday,54.9829072
2014 Sep,"Murray River, Lakes and Coorong",Visiting friends and relatives,0.3774735
2014 Sep,"Murray River, Lakes and Coorong",Business,24.8149563
2014 Sep,"Murray River, Lakes and Coorong",Other reason,1.4110041
2014 Sep,Riverland,Holiday,62.0448529
2014 Sep,Riverland,Visiting friends and relatives,3.5900699
2014 Sep,Riverland,Business,9.8902296
2014 Sep,Riverland,Other reason,0
2014 Sep,Yorke Peninsula,Holiday,52.840046
2014 Sep,Yorke Peninsula,Visiting friends and relatives,13.1295428
2014 Sep,Yorke Peninsula,Business,0
2014 Sep,Yorke Peninsula,Other reason,0
2014 Sep,Flinders Ranges and Outback,Holiday,196.3848341
2014 Sep,Flinders Ranges and Outback,Visiting friends and relatives,7.6209133
2014 Sep,Flinders Ranges and Outback,Business,60.8061527
2014 Sep,Flinders Ranges and Outback,Other reason,0
2014 Sep,Kangaroo Island,Holiday,6.2483223
2014 Sep,Kangaroo Island,Visiting friends and relatives,0
2014 Sep,Kangaroo Island,Business,0
2014 Sep,Kangaroo Island,Other reason,0
2014 Sep,Destination Perth,Holiday,259.0222181
2014 Sep,Destination Perth,Visiting friends and relatives,699.4467775
2014 Sep,Destination Perth,Business,183.549297
2014 Sep,Destination Perth,Other reason,58.7485363
2014 Sep,Australia's Golden Outback,Holiday,98.1123194
2014 Sep,Australia's Golden Outback,Visiting friends and relatives,70.8021126
2014 Sep,Australia's Golden Outback,Business,324.1745446
2014 Sep,Australia's Golden Outback,Other reason,7.5402676
2014 Sep,Australia's North West,Holiday,289.9013968
2014 Sep,Australia's North West,Visiting friends and relatives,41.935756
2014 Sep,Australia's North West,Business,524.7240138
2014 Sep,Australia's North West,Other reason,0
2014 Sep,Australia's South West,Holiday,184.8492381
2014 Sep,Australia's South West,Visiting friends and relatives,131.4541994
2014 Sep,Australia's South West,Business,51.5164377
2014 Sep,Australia's South West,Other reason,18.0353838
2014 Sep,Australia's Coral Coast,Holiday,707.0849041
2014 Sep,Australia's Coral Coast,Visiting friends and relatives,51.7860792
2014 Sep,Australia's Coral Coast,Business,24.4950498
2014 Sep,Australia's Coral Coast,Other reason,0
2014 Sep,Hobart and the South,Holiday,77.6103851
2014 Sep,Hobart and the South,Visiting friends and relatives,70.9256268
2014 Sep,Hobart and the South,Business,39.0504682
2014 Sep,Hobart and the South,Other reason,3.1362153
2014 Sep,East Coast,Holiday,11.7954708
2014 Sep,East Coast,Visiting friends and relatives,3.929907
2014 Sep,East Coast,Business,15.444164
2014 Sep,East Coast,Other reason,0.4802064
2014 Sep,Launceston and the North,Holiday,37.4805321
2014 Sep,Launceston and the North,Visiting friends and relatives,5.6353472
2014 Sep,Launceston and the North,Business,2.2683323
2014 Sep,Launceston and the North,Other reason,3.3146087
2014 Sep,North West,Holiday,7.5271479
2014 Sep,North West,Visiting friends and relatives,30.7507516
2014 Sep,North West,Business,10.8256386
2014 Sep,North West,Other reason,3.3646574
2014 Sep,West Coast,Holiday,9.8170471
2014 Sep,West Coast,Visiting friends and relatives,0
2014 Sep,West Coast,Business,0
2014 Sep,West Coast,Other reason,0
2014 Sep,Darwin,Holiday,215.318644
2014 Sep,Darwin,Visiting friends and relatives,33.9883147
2014 Sep,Darwin,Business,192.5368545
2014 Sep,Darwin,Other reason,0
2014 Sep,Barkly,Holiday,18.5324266
2014 Sep,Barkly,Visiting friends and relatives,5.4977697
2014 Sep,Barkly,Business,0.7118364
2014 Sep,Barkly,Other reason,0
2014 Sep,Alice Springs,Holiday,96.3161898
2014 Sep,Alice Springs,Visiting friends and relatives,0
2014 Sep,Alice Springs,Business,26.6223722
2014 Sep,Alice Springs,Other reason,0
2014 Sep,Litchfield Kakadu Arnhem,Holiday,81.4655738
2014 Sep,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
2014 Sep,Litchfield Kakadu Arnhem,Business,346.8901869
2014 Sep,Litchfield Kakadu Arnhem,Other reason,0
2014 Sep,Katherine Daly,Holiday,119.1122923
2014 Sep,Katherine Daly,Visiting friends and relatives,0.9162949
2014 Sep,Katherine Daly,Business,0
2014 Sep,Katherine Daly,Other reason,0
2014 Sep,Lasseter,Holiday,70.8474423
2014 Sep,Lasseter,Visiting friends and relatives,0
2014 Sep,Lasseter,Business,0
2014 Sep,Lasseter,Other reason,0
2014 Sep,MacDonnell,Holiday,16.5473044
2014 Sep,MacDonnell,Visiting friends and relatives,0
2014 Sep,MacDonnell,Business,0
2014 Sep,MacDonnell,Other reason,0
2014 Sep,Canberra,Holiday,128.8117562
2014 Sep,Canberra,Visiting friends and relatives,147.551888
2014 Sep,Canberra,Business,130.985143
2014 Sep,Canberra,Other reason,84.7970095
2014 Oct,Sydney,Holiday,413.230925
2014 Oct,Sydney,Visiting friends and relatives,711.003531
2014 Oct,Sydney,Business,698.3689384
2014 Oct,Sydney,Other reason,130.3451403
2014 Oct,Blue Mountains,Holiday,117.2011198
2014 Oct,Blue Mountains,Visiting friends and relatives,26.0454332
2014 Oct,Blue Mountains,Business,30.2183961
2014 Oct,Blue Mountains,Other reason,0
2014 Oct,Capital Country,Holiday,153.0357517
2014 Oct,Capital Country,Visiting friends and relatives,91.7237548
2014 Oct,Capital Country,Business,43.0853592
2014 Oct,Capital Country,Other reason,7.6742342
2014 Oct,Central Coast,Holiday,192.2194432
2014 Oct,Central Coast,Visiting friends and relatives,56.2752846
2014 Oct,Central Coast,Business,0
2014 Oct,Central Coast,Other reason,4.0403187
2014 Oct,Central NSW,Holiday,410.1550701
2014 Oct,Central NSW,Visiting friends and relatives,218.060481
2014 Oct,Central NSW,Business,84.2977971
2014 Oct,Central NSW,Other reason,0
2014 Oct,Hunter,Holiday,408.6957948
2014 Oct,Hunter,Visiting friends and relatives,216.4736817
2014 Oct,Hunter,Business,112.8923675
2014 Oct,Hunter,Other reason,22.0882756
2014 Oct,New England North West,Holiday,187.5211187
2014 Oct,New England North West,Visiting friends and relatives,129.3345895
2014 Oct,New England North West,Business,47.9766428
2014 Oct,New England North West,Other reason,29.4079205
2014 Oct,North Coast NSW,Holiday,826.7562266
2014 Oct,North Coast NSW,Visiting friends and relatives,418.8156065
2014 Oct,North Coast NSW,Business,168.7819382
2014 Oct,North Coast NSW,Other reason,26.4294019
2014 Oct,Outback NSW,Holiday,73.064555
2014 Oct,Outback NSW,Visiting friends and relatives,16.0561351
2014 Oct,Outback NSW,Business,5.7492813
2014 Oct,Outback NSW,Other reason,1.0378573
2014 Oct,Riverina,Holiday,126.5202865
2014 Oct,Riverina,Visiting friends and relatives,115.3926725
2014 Oct,Riverina,Business,50.2686425
2014 Oct,Riverina,Other reason,15.760459
2014 Oct,Snowy Mountains,Holiday,114.0658509
2014 Oct,Snowy Mountains,Visiting friends and relatives,13.3435225
2014 Oct,Snowy Mountains,Business,36.8970794
2014 Oct,Snowy Mountains,Other reason,1.0378573
2014 Oct,South Coast,Holiday,702.2867963
2014 Oct,South Coast,Visiting friends and relatives,254.8259321
2014 Oct,South Coast,Business,57.4930969
2014 Oct,South Coast,Other reason,46.0671589
2014 Oct,The Murray,Holiday,124.4323449
2014 Oct,The Murray,Visiting friends and relatives,56.8876713
2014 Oct,The Murray,Business,21.5756899
2014 Oct,The Murray,Other reason,7.9709309
2014 Oct,Melbourne,Holiday,652.4484358
2014 Oct,Melbourne,Visiting friends and relatives,660.8536635
2014 Oct,Melbourne,Business,630.8575688
2014 Oct,Melbourne,Other reason,166.5079653
2014 Oct,Ballarat,Holiday,75.0828584
2014 Oct,Ballarat,Visiting friends and relatives,22.4229544
2014 Oct,Ballarat,Business,17.5003618
2014 Oct,Ballarat,Other reason,19.9902916
2014 Oct,Bendigo Loddon,Holiday,39.9534698
2014 Oct,Bendigo Loddon,Visiting friends and relatives,25.135123
2014 Oct,Bendigo Loddon,Business,37.222112
2014 Oct,Bendigo Loddon,Other reason,31.9122801
2014 Oct,Central Highlands,Holiday,62.6594894
2014 Oct,Central Highlands,Visiting friends and relatives,10.9761757
2014 Oct,Central Highlands,Business,8.9870598
2014 Oct,Central Highlands,Other reason,0.5189287
2014 Oct,Central Murray,Holiday,98.1423101
2014 Oct,Central Murray,Visiting friends and relatives,43.7656686
2014 Oct,Central Murray,Business,9.964632
2014 Oct,Central Murray,Other reason,2.8975491
2014 Oct,Geelong and the Bellarine,Holiday,90.277712
2014 Oct,Geelong and the Bellarine,Visiting friends and relatives,125.9396689
2014 Oct,Geelong and the Bellarine,Business,13.3840768
2014 Oct,Geelong and the Bellarine,Other reason,22.8301022
2014 Oct,Gippsland,Holiday,51.5068881
2014 Oct,Gippsland,Visiting friends and relatives,86.8716644
2014 Oct,Gippsland,Business,6.8434064
2014 Oct,Gippsland,Other reason,18.5902678
2014 Oct,Goulburn,Holiday,4.1105261
2014 Oct,Goulburn,Visiting friends and relatives,39.464283
2014 Oct,Goulburn,Business,12.3335411
2014 Oct,Goulburn,Other reason,22.4469034
2014 Oct,Great Ocean Road,Holiday,181.5452182
2014 Oct,Great Ocean Road,Visiting friends and relatives,149.2315766
2014 Oct,Great Ocean Road,Business,35.0740346
2014 Oct,Great Ocean Road,Other reason,21.4625184
2014 Oct,High Country,Holiday,176.5801214
2014 Oct,High Country,Visiting friends and relatives,26.518566
2014 Oct,High Country,Business,139.3777
2014 Oct,High Country,Other reason,14.6467312
2014 Oct,Lakes,Holiday,60.5022512
2014 Oct,Lakes,Visiting friends and relatives,61.0052238
2014 Oct,Lakes,Business,24.4665712
2014 Oct,Lakes,Other reason,1.7675986
2014 Oct,Macedon,Holiday,0.9307741
2014 Oct,Macedon,Visiting friends and relatives,0.8078257
2014 Oct,Macedon,Business,33.1318333
2014 Oct,Macedon,Other reason,5.1546146
2014 Oct,Mallee,Holiday,176.447359
2014 Oct,Mallee,Visiting friends and relatives,31.9257185
2014 Oct,Mallee,Business,24.2592167
2014 Oct,Mallee,Other reason,2.042621
2014 Oct,Melbourne East,Holiday,13.6021643
2014 Oct,Melbourne East,Visiting friends and relatives,90.2949517
2014 Oct,Melbourne East,Business,2.090488
2014 Oct,Melbourne East,Other reason,22.3331714
2014 Oct,Murray East,Holiday,0
2014 Oct,Murray East,Visiting friends and relatives,15.4632956
2014 Oct,Murray East,Business,0
2014 Oct,Murray East,Other reason,18.6448438
2014 Oct,Peninsula,Holiday,105.8156112
2014 Oct,Peninsula,Visiting friends and relatives,61.7247719
2014 Oct,Peninsula,Business,21.2338971
2014 Oct,Peninsula,Other reason,0.7869868
2014 Oct,Phillip Island,Holiday,88.9092107
2014 Oct,Phillip Island,Visiting friends and relatives,45.6354194
2014 Oct,Phillip Island,Business,7.4846887
2014 Oct,Phillip Island,Other reason,0.5189287
2014 Oct,Spa Country,Holiday,24.7386801
2014 Oct,Spa Country,Visiting friends and relatives,2.0625269
2014 Oct,Spa Country,Business,0
2014 Oct,Spa Country,Other reason,0
2014 Oct,Upper Yarra,Holiday,38.7547629
2014 Oct,Upper Yarra,Visiting friends and relatives,0
2014 Oct,Upper Yarra,Business,0
2014 Oct,Upper Yarra,Other reason,0
2014 Oct,Western Grampians,Holiday,26.2269297
2014 Oct,Western Grampians,Visiting friends and relatives,12.8727999
2014 Oct,Western Grampians,Business,4.022769
2014 Oct,Western Grampians,Other reason,0.5189287
2014 Oct,Wimmera,Holiday,6.754843
2014 Oct,Wimmera,Visiting friends and relatives,14.9231463
2014 Oct,Wimmera,Business,2.5926429
2014 Oct,Wimmera,Other reason,0
2014 Oct,Brisbane,Holiday,534.1527361
2014 Oct,Brisbane,Visiting friends and relatives,736.4796623
2014 Oct,Brisbane,Business,322.7505883
2014 Oct,Brisbane,Other reason,138.1633193
2014 Oct,Bundaberg,Holiday,66.8950529
2014 Oct,Bundaberg,Visiting friends and relatives,68.5438557
2014 Oct,Bundaberg,Business,55.4391117
2014 Oct,Bundaberg,Other reason,0.5189287
2014 Oct,Southern Queensland Country,Holiday,139.2904656
2014 Oct,Southern Queensland Country,Visiting friends and relatives,83.0732772
2014 Oct,Southern Queensland Country,Business,100.9145252
2014 Oct,Southern Queensland Country,Other reason,33.1570834
2014 Oct,Fraser Coast,Holiday,123.6289709
2014 Oct,Fraser Coast,Visiting friends and relatives,31.2216946
2014 Oct,Fraser Coast,Business,0
2014 Oct,Fraser Coast,Other reason,0
2014 Oct,Gold Coast,Holiday,787.7736453
2014 Oct,Gold Coast,Visiting friends and relatives,388.3065612
2014 Oct,Gold Coast,Business,65.9443007
2014 Oct,Gold Coast,Other reason,65.7019484
2014 Oct,Mackay,Holiday,69.1218053
2014 Oct,Mackay,Visiting friends and relatives,61.1473928
2014 Oct,Mackay,Business,280.006405
2014 Oct,Mackay,Other reason,0
2014 Oct,Townsville,Holiday,37.8748175
2014 Oct,Townsville,Visiting friends and relatives,126.8186698
2014 Oct,Townsville,Business,110.434801
2014 Oct,Townsville,Other reason,1.4566904
2014 Oct,Outback Queensland,Holiday,130.3477924
2014 Oct,Outback Queensland,Visiting friends and relatives,19.059345
2014 Oct,Outback Queensland,Business,124.4823226
2014 Oct,Outback Queensland,Other reason,2.0757146
2014 Oct,Sunshine Coast,Holiday,592.7226248
2014 Oct,Sunshine Coast,Visiting friends and relatives,179.9214285
2014 Oct,Sunshine Coast,Business,62.0013208
2014 Oct,Sunshine Coast,Other reason,41.8502924
2014 Oct,Tropical North Queensland,Holiday,838.453188
2014 Oct,Tropical North Queensland,Visiting friends and relatives,86.402689
2014 Oct,Tropical North Queensland,Business,130.877792
2014 Oct,Tropical North Queensland,Other reason,14.6921131
2014 Oct,Whitsundays,Holiday,129.8842814
2014 Oct,Whitsundays,Visiting friends and relatives,46.5724513
2014 Oct,Whitsundays,Business,7.1234417
2014 Oct,Whitsundays,Other reason,1.4566904
2014 Oct,Capricorn,Holiday,51.1889634
2014 Oct,Capricorn,Visiting friends and relatives,41.2984479
2014 Oct,Capricorn,Business,129.6688976
2014 Oct,Capricorn,Other reason,57.618123
2014 Oct,Gladstone,Holiday,67.2619944
2014 Oct,Gladstone,Visiting friends and relatives,45.3336369
2014 Oct,Gladstone,Business,169.8304395
2014 Oct,Gladstone,Other reason,0
2014 Oct,Adelaide,Holiday,344.5934225
2014 Oct,Adelaide,Visiting friends and relatives,344.3435063
2014 Oct,Adelaide,Business,151.2930799
2014 Oct,Adelaide,Other reason,65.7674524
2014 Oct,Adelaide Hills,Holiday,8.9450538
2014 Oct,Adelaide Hills,Visiting friends and relatives,34.6265331
2014 Oct,Adelaide Hills,Business,0
2014 Oct,Adelaide Hills,Other reason,0.4626482
2014 Oct,Barossa,Holiday,47.781928
2014 Oct,Barossa,Visiting friends and relatives,10.7593839
2014 Oct,Barossa,Business,1.4554979
2014 Oct,Barossa,Other reason,0
2014 Oct,Clare Valley,Holiday,26.944115
2014 Oct,Clare Valley,Visiting friends and relatives,17.841119
2014 Oct,Clare Valley,Business,1.4200344
2014 Oct,Clare Valley,Other reason,0
2014 Oct,Eyre Peninsula,Holiday,96.7011389
2014 Oct,Eyre Peninsula,Visiting friends and relatives,32.5037986
2014 Oct,Eyre Peninsula,Business,10.5831009
2014 Oct,Eyre Peninsula,Other reason,9.5925376
2014 Oct,Fleurieu Peninsula,Holiday,106.7050006
2014 Oct,Fleurieu Peninsula,Visiting friends and relatives,32.2859632
2014 Oct,Fleurieu Peninsula,Business,13.5473731
2014 Oct,Fleurieu Peninsula,Other reason,8.5513899
2014 Oct,Limestone Coast,Holiday,45.5489066
2014 Oct,Limestone Coast,Visiting friends and relatives,13.7685202
2014 Oct,Limestone Coast,Business,42.0453702
2014 Oct,Limestone Coast,Other reason,0
2014 Oct,"Murray River, Lakes and Coorong",Holiday,115.4819428
2014 Oct,"Murray River, Lakes and Coorong",Visiting friends and relatives,19.5955872
2014 Oct,"Murray River, Lakes and Coorong",Business,4.0383896
2014 Oct,"Murray River, Lakes and Coorong",Other reason,0
2014 Oct,Riverland,Holiday,121.0791608
2014 Oct,Riverland,Visiting friends and relatives,18.6510443
2014 Oct,Riverland,Business,2.2321131
2014 Oct,Riverland,Other reason,0.4587386
2014 Oct,Yorke Peninsula,Holiday,60.1132229
2014 Oct,Yorke Peninsula,Visiting friends and relatives,14.8792459
2014 Oct,Yorke Peninsula,Business,0
2014 Oct,Yorke Peninsula,Other reason,0
2014 Oct,Flinders Ranges and Outback,Holiday,217.6689503
2014 Oct,Flinders Ranges and Outback,Visiting friends and relatives,40.938893
2014 Oct,Flinders Ranges and Outback,Business,101.6926251
2014 Oct,Flinders Ranges and Outback,Other reason,0.5189287
2014 Oct,Kangaroo Island,Holiday,22.5715964
2014 Oct,Kangaroo Island,Visiting friends and relatives,10.059016
2014 Oct,Kangaroo Island,Business,0
2014 Oct,Kangaroo Island,Other reason,0
2014 Oct,Destination Perth,Holiday,230.9933562
2014 Oct,Destination Perth,Visiting friends and relatives,427.6782763
2014 Oct,Destination Perth,Business,285.0763747
2014 Oct,Destination Perth,Other reason,126.9610533
2014 Oct,Australia's Golden Outback,Holiday,66.3659159
2014 Oct,Australia's Golden Outback,Visiting friends and relatives,55.331573
2014 Oct,Australia's Golden Outback,Business,339.6485678
2014 Oct,Australia's Golden Outback,Other reason,0.7446031
2014 Oct,Australia's North West,Holiday,276.2766178
2014 Oct,Australia's North West,Visiting friends and relatives,30.9672251
2014 Oct,Australia's North West,Business,758.1868505
2014 Oct,Australia's North West,Other reason,0
2014 Oct,Australia's South West,Holiday,282.885986
2014 Oct,Australia's South West,Visiting friends and relatives,161.7571421
2014 Oct,Australia's South West,Business,139.7391536
2014 Oct,Australia's South West,Other reason,6.0376373
2014 Oct,Australia's Coral Coast,Holiday,395.115757
2014 Oct,Australia's Coral Coast,Visiting friends and relatives,80.7644077
2014 Oct,Australia's Coral Coast,Business,81.9256447
2014 Oct,Australia's Coral Coast,Other reason,3.2555093
2014 Oct,Hobart and the South,Holiday,198.5938436
2014 Oct,Hobart and the South,Visiting friends and relatives,68.5283472
2014 Oct,Hobart and the South,Business,68.7309117
2014 Oct,Hobart and the South,Other reason,17.8652441
2014 Oct,East Coast,Holiday,44.6156734
2014 Oct,East Coast,Visiting friends and relatives,7.5024448
2014 Oct,East Coast,Business,1.2760397
2014 Oct,East Coast,Other reason,0.4333898
2014 Oct,Launceston and the North,Holiday,101.0522395
2014 Oct,Launceston and the North,Visiting friends and relatives,93.4048186
2014 Oct,Launceston and the North,Business,3.5312491
2014 Oct,Launceston and the North,Other reason,5.6935909
2014 Oct,North West,Holiday,62.6292279
2014 Oct,North West,Visiting friends and relatives,19.7407873
2014 Oct,North West,Business,6.4635745
2014 Oct,North West,Other reason,12.8281732
2014 Oct,West Coast,Holiday,20.6392008
2014 Oct,West Coast,Visiting friends and relatives,0
2014 Oct,West Coast,Business,1.7164294
2014 Oct,West Coast,Other reason,0
2014 Oct,Darwin,Holiday,139.5788857
2014 Oct,Darwin,Visiting friends and relatives,26.4753449
2014 Oct,Darwin,Business,222.009594
2014 Oct,Darwin,Other reason,2.2340212
2014 Oct,Barkly,Holiday,14.0912369
2014 Oct,Barkly,Visiting friends and relatives,0.6476049
2014 Oct,Barkly,Business,0.4800034
2014 Oct,Barkly,Other reason,0
2014 Oct,Alice Springs,Holiday,110.9488453
2014 Oct,Alice Springs,Visiting friends and relatives,23.5934196
2014 Oct,Alice Springs,Business,34.8859527
2014 Oct,Alice Springs,Other reason,9.3600083
2014 Oct,Litchfield Kakadu Arnhem,Holiday,35.7971827
2014 Oct,Litchfield Kakadu Arnhem,Visiting friends and relatives,0
2014 Oct,Litchfield Kakadu Arnhem,Business,12.1129431
2014 Oct,Litchfield Kakadu Arnhem,Other reason,0.4731867
2014 Oct,Katherine Daly,Holiday,81.7452465
2014 Oct,Katherine Daly,Visiting friends and relatives,0.6476049
2014 Oct,Katherine Daly,Business,53.5675162
2014 Oct,Katherine Daly,Other reason,0
2014 Oct,Lasseter,Holiday,75.740718
2014 Oct,Lasseter,Visiting friends and relatives,0
2014 Oct,Lasseter,Business,22.0593271
2014 Oct,Lasseter,Other reason,0
2014 Oct,MacDonnell,Holiday,5.2656113
2014 Oct,MacDonnell,Visiting friends and relatives,0
2014 Oct,MacDonnell,Business,0.7717245
2014 Oct,MacDonnell,Other reason,0
2014 Oct,Canberra,Holiday,221.7143175
2014 Oct,Canberra,Visiting friends and relatives,230.8843559
2014 Oct,Canberra,Business,156.3742553
2014 Oct,Canberra,Other reason,15.1196103
2014 Nov,Sydney,Holiday,377.7090229
2014 Nov,Sydney,Visiting friends and relatives,802.5919098
2014 Nov,Sydney,Business,555.1286853
2014 Nov,Sydney,Other reason,306.5677887
2014 Nov,Blue Mountains,Holiday,101.0222802
2014 Nov,Blue Mountains,Visiting friends and relatives,48.3730081
2014 Nov,Blue Mountains,Business,116.9778677
2014 Nov,Blue Mountains,Other reason,1.282032
2014 Nov,Capital Country,Holiday,76.7035845
2014 Nov,Capital Country,Visiting friends and relatives,45.4905842
2014 Nov,Capital Country,Business,71.8423613
2014 Nov,Capital Country,Other reason,19.4974036
2014 Nov,Central Coast,Holiday,98.6211755
2014 Nov,Central Coast,Visiting friends and relatives,121.5840123
2014 Nov,Central Coast,Business,0
2014 Nov,Central Coast,Other reason,9.4603022
2014 Nov,Central NSW,Holiday,81.4134394
2014 Nov,Central NSW,Visiting friends and relatives,301.4216233
2014 Nov,Central NSW,Business,77.6197356
2014 Nov,Central NSW,Other reason,30.1953584
2014 Nov,Hunter,Holiday,265.517348
2014 Nov,Hunter,Visiting friends and relatives,216.5426476
2014 Nov,Hunter,Business,148.5391741
2014 Nov,Hunter,Other reason,7.793727
2014 Nov,New England North West,Holiday,88.2576716
2014 Nov,New England North West,Visiting friends and relatives,247.2673228
2014 Nov,New England North West,Business,30.4947503
2014 Nov,New England North West,Other reason,12.4319915
2014 Nov,North Coast NSW,Holiday,598.3578965
2014 Nov,North Coast NSW,Visiting friends and relatives,330.7765633
2014 Nov,North Coast NSW,Business,71.0162466
2014 Nov,North Coast NSW,Other reason,12.7771289
2014 Nov,Outback NSW,Holiday,27.9267072
2014 Nov,Outback NSW,Visiting friends and relatives,157.8876319
2014 Nov,Outback NSW,Business,207.2771212
2014 Nov,Outback NSW,Other reason,0
2014 Nov,Riverina,Holiday,62.1942083
2014 Nov,Riverina,Visiting friends and relatives,88.5872588
2014 Nov,Riverina,Business,35.4133707
2014 Nov,Riverina,Other reason,7.463079
2014 Nov,Snowy Mountains,Holiday,66.9992013
2014 Nov,Snowy Mountains,Visiting friends and relatives,10.0712068
2014 Nov,Snowy Mountains,Business,3.912111
2014 Nov,Snowy Mountains,Other reason,0
2014 Nov,South Coast,Holiday,444.8274851
2014 Nov,South Coast,Visiting friends and relatives,186.2057792
2014 Nov,South Coast,Business,83.7848698
2014 Nov,South Coast,Other reason,7.1708275
2014 Nov,The Murray,Holiday,89.8063684
2014 Nov,The Murray,Visiting friends and relatives,38.3404848
2014 Nov,The Murray,Business,32.7474259
2014 Nov,The Murray,Other reason,0
2014 Nov,Melbourne,Holiday,860.7116871
2014 Nov,Melbourne,Visiting friends and relatives,759.3660466
2014 Nov,Melbourne,Business,443.6451021
2014 Nov,Melbourne,Other reason,209.1557081
2014 Nov,Ballarat,Holiday,33.9352444
2014 Nov,Ballarat,Visiting friends and relatives,21.8927227
2014 Nov,Ballarat,Business,61.6477643
2014 Nov,Ballarat,Other reason,6.7398798
2014 Nov,Bendigo Loddon,Holiday,65.9611772
2014 Nov,Bendigo Loddon,Visiting friends and relatives,64.0309005
2014 Nov,Bendigo Loddon,Business,36.8970719
2014 Nov,Bendigo Loddon,Other reason,4.3510408
2014 Nov,Central Highlands,Holiday,81.6811965
2014 Nov,Central Highlands,Visiting friends and relatives,8.0819528
2014 Nov,Central Highlands,Business,0
2014 Nov,Central Highlands,Other reason,0
2014 Nov,Central Murray,Holiday,97.16935
2014 Nov,Central Murray,Visiting friends and relatives,26.0151968
2014 Nov,Central Murray,Business,28.3959789
2014 Nov,Central Murray,Other reason,1.4231864
2014 Nov,Geelong and the Bellarine,Holiday,144.797057
2014 Nov,Geelong and the Bellarine,Visiting friends and relatives,96.2642047
2014 Nov,Geelong and the Bellarine,Business,35.3355599
2014 Nov,Geelong and the Bellarine,Other reason,3.5174153
2014 Nov,Gippsland,Holiday,127.2415476
2014 Nov,Gippsland,Visiting friends and relatives,25.2682529
2014 Nov,Gippsland,Business,19.3629043
2014 Nov,Gippsland,Other reason,13.8119242
2014 Nov,Goulburn,Holiday,30.862301
2014 Nov,Goulburn,Visiting friends and relatives,52.9229748
2014 Nov,Goulburn,Business,15.0399336
2014 Nov,Goulburn,Other reason,3.9877853
2014 Nov,Great Ocean Road,Holiday,180.6151036
2014 Nov,Great Ocean Road,Visiting friends and relatives,60.0490285
2014 Nov,Great Ocean Road,Business,8.8989953
2014 Nov,Great Ocean Road,Other reason,0
2014 Nov,High Country,Holiday,146.9412483
